,Unnamed: 0,Unnamed: 0.1,Audioguida,Circoscrizione,Comune,Descrizione,Descrizione breve,Email,Evento della vita,Fonte,Galleria immagini,Immagine,Impianto gestito da,Indirizzo,Indirizzo web,Informazioni,Leggi le informazioni dettagliate,Nominativo contatto,Riferimento,Scheda,Tags,Telefono,Tipologia di luogo,Titolo,Video,address,lat,lon,modified,published,remoteId,Province,Street,Number,CAP,Type,Tipologia di luogo en
487,611,316,,Circoscrizione n. 07 - Povo,Trento,,"Capienza della struttura: n. 4 Sezioni, n. 101 bambini",circolo.coordinamento03@provincia.tn.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-07-povo/servizi-sul-territorio/scuola-dell-infanzia-mariachiara-conotter/9029631-1-ita-IT/Scuola-dell-infanzia-Mariachiara-Conotter.jpg,,Via della Resistenza n.48 - Povo,,,,Coordinatore pedagogico: dott.ssa Ruth Stankowski,,,,0461/810574,Scuola d'infanzia,"Scuola dell'infanzia ""Mariachiara Conotter""",,via della resistenza 48 trento,46.067725,11.161633,2018-12-11T09:15:55+01:00,2015-04-07T10:56:36+02:00,a592b005c7df0941ab179bc45fba8a6e,TN,via della resistenza,48,,PointOfInterest,Kindergarten
488,612,317,,"Circoscrizione n. 07 - Povo
Circoscrizione n. 09 - Villazzano",Trento,Orario di aperturaLUN - VEN dalle 07.30 alle 17.30 (con possibilità di anticipo dalle 07.15 e di posticipo fino alle 19.30),Servizio a tempo pieno - capienza 21 bambiniGestore: Cooperativa Pro.Ges. Trento,nido.oltrecastello@progestrento.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-07-povo/servizi-sul-territorio/nido-d-infanzia-oltrecastello/9029651-1-ita-IT/Nido-d-infanzia-Oltrecastello.jpg,,Via Borino n .1 - 38123 Povo,,"Cenni storici e curiosità
Il nido Oltrecastello, collocato nell'omonimo sobborgo, ha avviato la propria attività il 14 settembre 1998; si trova inserito in un contesto socio-ambientale originariamente costituito da un nucleo abitativo e territoriale molto ristretto e poi modificato dalla consistente espansione demografica e urbanistica, in particolare per la presenza di alcune facoltà universitarie, che ha mutato il tessuto comunitario in modo eterogeneo.
La struttura architettonica, progettata e realizzata con i criteri della bioedilizia, 
è particolarmente curata nella forma, nei volumi, nella scelta di materiali, nelle rifiniture e nei colori che nell'insieme infondono un senso di accoglienza, calore e apertura verso l'esterno.Fin dalla sua apertura la gestione del nido è in convenzione tra il Comune di Trento e una cooperativa sociale.",,Coordinatrice:  Daniela Serafini,,,,0461/342169,Nido d'infanzia,Nido d'infanzia Oltrecastello,,"Via alle Volpare, Pantè, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38045, Italia",46.070536,11.162732,2019-04-01T16:22:03+02:00,2015-04-07T11:01:27+02:00,a28ba740d544ad25daf5271eeaf91223,TN,via alle volpare pantè trento,,38045,PointOfInterest,Nursery Nest
489,614,319,,Circoscrizione n. 08 - Mattarello,Trento,,"Capienza della struttura: n. 9 Sezioni, n. 226 bambini",circolo.coordinamento04@provincia.tn.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-08-mattarello/servizi-sul-territorio/scuola-dell-infanzia-il-castello/9029691-1-ita-IT/Scuola-dell-infanzia-Il-Castello.jpg,,Via del Castel n.1 A - Mattarello,,,,Coordinatore pedagogico: dott.ssa Patrizia Fellin,,,,0461/945095,Scuola d'infanzia,"Scuola dell'infanzia ""Il Castello""",,via del castel 1/a mattarello,46.005864,11.129966,2018-12-11T09:14:52+01:00,2015-04-07T11:12:03+02:00,4bda84a96226b4f3f3e8c413443a0591,TN,via del castel,1/a,,PointOfInterest,Kindergarten
490,615,320,,Circoscrizione n. 08 - Mattarello,Trento,Orario di aperturaLUN - VEN dalle 07.30 alle 17.30 (con possibilità di anticipo dalle 07.15 e di posticipo fino alle 19.30),Servizio a tempo pieno - capienza 63 bambiniGestore: Cooperativa Coccinella,nido.lamongolfiera@lacoccinella.coop,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-08-mattarello/servizi-sul-territorio/nido-d-infanzia-la-mongolfiera/9029711-1-ita-IT/Nido-d-infanzia-La-Mongolfiera.jpg,,Via della Rozola n. 36 - 38123 Mattarello,,"Cenni storici e curiosità
Il nido ha iniziato la sua attività il 12 gennaio 1998 accogliendo prevalentemente i bambini del sobborgo di Mattarello divenuto poi col passare degli anni sempre più parte integrante della città. 
La scelta del nome La mongolfiera deriva da due ragioni: dal dipinto che la raffigura presente nell’entrata della vecchia struttura e inoltre dal libro di Mario Lodi nel quale si raccontano le avventure di un gruppo di bambini in viaggio proprio su una mongolfiera. Il racconto narra che i bambini fecero un patto: chi sapeva o capiva subito una cosa diventava maestro e la insegnava a chi non l’aveva ancora capita... in questo modo scoprirono che nessuno sapeva far bene tutto e che tutti potevano essere in un certo senso maestri degli altri. Impararono così che nessun uomo è uguale a un altro e che tanti bambini diversi che lavorano insieme fanno un gruppo con tante idee, quindi un gruppo vivace, simpatico, dove si discute e a volte si litiga ma poi il lavoro realizzato insieme diventa bello perché porta l’impronta del meglio di ognuno.Da dicembre 2006 il servizio si è trasferito nella nuova sede in via della Rozòla ed è gestito in convenzione con il Comune di Trento da una cooperativa sociale.",,Coordinatrice: Chiara De Simone,,,,0461/944428,Nido d'infanzia,"Nido d'infanzia ""La Mongolfiera""",,"Nido d'Infanzia  La Mongolfiera, Via della Rozola, Il Castellér, Madonna Bianca, Trento, Territorio Val d'Adige, TN, Trentino-Alto Ad",46.011527,11.132809,2019-03-05T15:27:12+01:00,2015-04-07T11:17:03+02:00,892ceef679b878003737ce3c92828928,TN,via della rozola,,,PointOfInterest,Nursery Nest
491,616,321,,Circoscrizione n. 08 - Mattarello,Trento,,"Vedi scheda 						
					                Biblioteca - Mattarello
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-08-mattarello/servizi-sul-territorio/biblioteca-mattarello/9029731-1-ita-IT/Biblioteca-Mattarello.png,,,,,,,,,,,Biblioteca,Biblioteca - Mattarello,,"San Leonardo, Piazza Quintilio Perini, Maso Pez, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38123, Italia",46.006039,11.128255000000001,2017-10-12T13:35:35+02:00,2015-04-07T11:20:58+02:00,c3e1eaa7f3cca713d00a0539bc634a92,TN,piazza quintilio perini maso pez trento,,38123,PointOfInterest,Library
492,617,322,,"Circoscrizione n. 08 - Mattarello
Circoscrizione n. 10 - Oltrefersina",Trento,,"Vedi scheda Polo sociale 						
					                Oltrefersina - Mattarello
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-08-mattarello/servizi-sul-territorio/polo-sociale-oltrefersina-mattarello/9029751-2-ita-IT/Polo-sociale-Oltrefersina-Mattarello.png,,,,,,,,,,,Polo sociale,Polo sociale Oltrefersina - Mattarello,,"Centro Civico dell'Oltrefersina, 2/1, Via la Clarina, Man Malpensada, Clarina, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 3812",46.051617,11.127738,2017-12-05T09:14:32+01:00,2015-04-07T11:23:24+02:00,a9f2edab44266493855a42d9998b69be,TN,via la clarina,2/1,3812,PointOfInterest,Social pole
493,618,323,,Circoscrizione n. 09 - Villazzano,Trento,,"Capienza della struttura: n. 2 Sezioni, n. 51 bambini",circolo.coordinamento03@provincia.tn.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-10-oltrefersina/servizi-sul-territorio/scuola-dell-infanzia-l-officina-degli-gnomi/9029771-1-ita-IT/Scuola-dell-infanzia-L-Officina-degli-gnomi.jpg,,Via Conci n.10 - Trento,,,,Coordinatore pedagogico: dott.ssa Ruth Stankowski,,,,0461/920367,Scuola d'infanzia,"Scuola dell'infanzia ""L'Officina degli gnomi""",,via conci 10 trento,46.042152,11.139603,2018-12-11T09:13:30+01:00,2015-04-07T11:29:35+02:00,966936623d5c5f37dc080b7643e7c87b,TN,via conci,10,,PointOfInterest,Kindergarten
494,619,324,,Circoscrizione n. 09 - Villazzano,Trento,,"Vedi scheda 						
					                Biblioteca Madonna Bianca - Villazzano
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-09-villazzano/servizi-sul-territorio/biblioteca-madonna-bianca-villazzano/9029791-1-ita-IT/Biblioteca-Madonna-Bianca-Villazzano.png,,,,,,,,,,,Biblioteca,Biblioteca Madonna Bianca - Villazzano,,"Piazzale Europa, Man Malpensada, Madonna Bianca, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38122, Italia",46.04043400000001,11.133657000000001,2017-10-12T13:47:01+02:00,2015-04-07T11:34:39+02:00,6bf3bf3b469cf6643bb35d6c2a83dea0,TN,piazzale europa,,38122,PointOfInterest,Library
495,620,325,,Circoscrizione n. 09 - Villazzano,Trento,,"Vedi scheda 						
					                Biblioteca - Villazzano
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-09-villazzano/servizi-sul-territorio/biblioteca-villazzano/9029811-1-ita-IT/Biblioteca-Villazzano.png,,,,,,,,,,,Biblioteca,Biblioteca - Villazzano,,"Biblioteca Comunale di Trento - Sede di Villazzano, 3, Via Villa, Negrano, Graffiano, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38",46.048013,11.146049,2017-12-05T09:15:43+01:00,2015-04-07T11:40:38+02:00,d14c436b10f92c845a76e13bd3c0f2f0,TN,via villa negrano graffiano trento territorio val d'adige tn trentino-alto adige,38,,PointOfInterest,Library
496,621,326,,Circoscrizione n. 10 - Oltrefersina,Trento,,"Vedi scheda 						
					                Biblioteca Clarina
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-10-oltrefersina/servizi-sul-territorio/biblioteca-clarina/9029831-1-ita-IT/Biblioteca-Clarina.png,,,,,,,,,,,Biblioteca,Biblioteca Clarina,,"Biblioteca Clarina, 2/1, Via la Clarina, Man Malpensada, Clarina, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38123, Italia",46.051627,11.127754,2017-10-13T10:07:26+02:00,2015-04-07T11:46:45+02:00,2c7f67b8fb11fe23396c029737db03d0,TN,via la clarina,2/1,38123,PointOfInterest,Library
497,622,327,,Circoscrizione n. 10 - Oltrefersina,Trento,,"Capienza della struttura: n. 3 Sezioni, n. 76 bambini",circolo.coordinamento03@provincia.tn.it,Bambino,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-10-oltrefersina/servizi-sul-territorio/scuola-dell-infanzia-crosina-sartori/9029871-1-ita-IT/Scuola-dell-infanzia-Crosina-Sartori.jpg,,Via Gocciadoro n.84 - Trento,,,,Coordinatore pedagogico: dott.ssa Ruth Stankowski,,,,0461/925679,Scuola d'infanzia,Scuola dell'infanzia Crosina Sartori,,via gocciadoro 84 trento,46.055233,11.132871000000002,2018-12-11T09:12:06+01:00,2015-04-07T11:59:08+02:00,e09252165d432be86f985b3a263ab2f6,TN,via gocciadoro,84,,PointOfInterest,Kindergarten
525,652,357,,Circoscrizione n. 12 - Centro storico - Piedicastello,Trento,La casetta è stata inaugurata in data 11 settembre 2018.,"L'Angolo dello Sport, collocato in piazza Cesare Battisti nel cuore della città, è uno sportello informativo presso il quale i cittadini interessati potranno ricevere direttamente dagli operatori del settore sportivo indicazioni e materiale illustrativo sui corsi e le attività sportive promosse.",,Fare sport,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-12-centro-storico-piedicastello/servizi-sul-territorio/casetta-l-angolo-dello-sport/11270453-1-ita-IT/Casetta-L-Angolo-dello-sport.jpg,,,,,,,,,,,Info point,Casetta L'Angolo dello Sport,,"16, Piazza Cesare Battisti, Centro storico Trento, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38122, Italia",46.069457,11.123915,2018-09-17T13:38:33+02:00,2018-09-12T15:19:50+02:00,b48cc02aa1d80eaae9f051c9ec0034b1,TN,piazza cesare battisti,16,38122,PointOfInterest,Info point
530,658,363,,Circoscrizione n. 12 - Centro storico - Piedicastello,Trento,"Cos'èÈ un’area protetta e attrezzata per la sosta di lunga durata delle biciclette, collocata al piano terreno di un piccolo edificio, ex lavatoio pubblico di proprietà comunale, restaurato di recente.L'edificio si trova a pochi metri dal chiosco-edicola e in una posizione strategica, perché in centro città e vicino alle fermate degli autobus nell'area di Port'Aquila.Il parcheggio può ospitare 38 biciclette disposte su rastrelliere a due livelli. Al suo interno è in funzione un sistema di videosorveglianza e una validatrice, in prossimità del cancello d'ingresso, garantisce il controllo e la gestione degli accessi.Come funzionaL’utilizzo del parcheggio è gratuito per gli abbonati al trasporto pubblico urbano, extraurbano e a Trenitalia.Gli abbonati al servizio urbano, extraurbano e a Trenitalia sulle tratte provinciali possono accedere direttamente e gratuitamente utilizzando la propria tessera MITT (smart card), mentre gli abbonati a Trenitalia sulle tratte extraprovinciali possono rivolgersi a Trentino Mobilità per il rilascio della tessera MITT, sempre gratuita, con la quale possono accedere al parcheggio.I non abbonati possono usufruire del parcheggio bici presentandosi alla sede di Trentino Mobilità, la quale provvederà a rilasciare una tessera personale MITT previo pagamento di un abbonamento annuale o mensile.Tariffe (per i non abbonati ai trasporti pubblici)


Abbonamento annuale 50 euro (di cui 25 euro per caparra rimborsabile alla scadenza previo restituzione della tessera o in caso di sottoscrizione di un abbonamento ai mezzi di trasporto pubblico)

Abbonamento mensile 7 euro


Dove rivolgersiTrentino Mobilità Spa, via Brennero, 71 – 38122 Trento  - Tel. 0461 1610202 ","Il parcheggio custodito per biciclette ""Ex lavatoio pubblico alla Saluga"" si trova in via della Saluga 4, nelle vicinanze del punto di interscambio tra le linee urbane ed extraurbane di trasporto pubblico di piazza Venezia e in prossimità del Castello del Buonconsiglio.",,Forme di mobilità alternativa,,,/var/comunetn/storage/images/citta/come-orientarsi/parcheggi/parcheggi-protetti-per-biciclette/parcheggio-coperto-biciclette-ex-lavatoio-pubblico-alla-saluga/10343598-1-ita-IT/Parcheggio-coperto-biciclette-Ex-lavatoio-pubblico-alla-Saluga.png,,"via della Saluga, 4 Trento",,,,,,,,,Parcheggio,Parcheggio coperto biciclette Ex lavatoio pubblico alla Saluga,,"saluga, Trento, Trentino-Alto Adige, 38122, Italia",46.070145000000004,11.128539,2019-05-14T08:57:51+02:00,2017-03-01T11:11:27+01:00,016ab829b7cb0bb0fe869a111da2350f,TN,,,38122,PointOfInterest,Parking
536,664,369,,Circoscrizione n. 11 - S. Giuseppe S. Chiara,Trento,Il centro è gestito dall'Azienda pubblica di servizi alla persona Civica di Trento in collaborazione con le Cooperative Kaleidoscopio e Le Coste.È aperto due mattine in settimana dalle 8 alle 12: una dedicata ai servizi di parrucchiere/barbiere l'altra a prestazioni di pedicure/manicure.Per il servizio di doccia e bagno è necessario prenotare gli appuntamenti almeno tre giorni prima della prestazione.,Il centro offre servizi di cura ed igiene alla persona a favore di anziani e/o adulti con limitata autonomia,,Anziano,,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/anziani/servizi/accoglienza-e-assistenza/elenco-dei-centri-diurni-e-centri-servizi-per-anziani/centro-servizi-via-dei-molini/10367151-2-ita-IT/Centro-servizi-via-dei-Molini.png,,via dei Molini 24,http://www.civicatnapsp.it/it,,,,,,,,Centro diurno,Centro servizi via dei Molini,,"via dei molini 24 trento, Trento, Trentino-Alto Adige, 38122, Italia",46.065556,11.131119,2017-03-14T17:20:15+01:00,2017-03-14T16:46:06+01:00,d4bfc66e14401c5e1e18edac4e6d0a65,TN,via dei molini,24,38122,PointOfInterest,Day centre
540,668,373,,Circoscrizione n. 12 - Centro storico - Piedicastello,Trento,"Postazione allattamento e cambio con fasciatoio posti al piano terra di Palazzo Thun. All'ingresso è possibile richiedere informazioni alla Portineria, che al bisogno aprirà la postazione cambio con fasciatoio, l'accesso alla postazione allattamento è ad accesso libero ed è situata al piano terra sulla sinistra presso il servizio Cultura - Politiche giovanili.L'accesso è possibile solo 						
					                durante gli orari di apertura al pubblico degli uffici
    
.","Punto di allattamento / cambio, presso ufficio 						
					                Politiche giovanili
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-11-s.-giuseppe-s.-chiara/servizi-sul-territorio/baby-pit-stop-via-belenzani-n.-17/11642555-1-ita-IT/Baby-Pit-Stop-via-Belenzani-n.-17.png,,"via Belenzani n. 17, ingresso da palazzo Thun",,,,,"Elenco dei Baby Pit Stop
Mappa dei Baby Pit Stop
Baby Pit Stop",,,,Punto allattamento / cambio,Baby Pit Stop via Belenzani n. 17,,"Via Belenzani, Centro storico Trento, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38122, Italia",46.0693,11.121192,2019-04-17T08:55:32+02:00,2019-04-17T08:46:19+02:00,7215fa1e53207469584816a7055c5616,TN,via belenzani,,38122,PointOfInterest,Breastfeeding/ change point
541,669,374,,Circoscrizione n. 12 - Centro storico - Piedicastello,Trento,"Postazione cambio e allattamento posto al secondo piano sulla sinistra. Per accedere alla postazione nel pomeriggio è necessario suonare il campanello del Servizio per farsi aprire. Il palazzo è servito di ascensore.L'accesso è possibile solo 						
					                durante gli orari di apertura al pubblico degli uffici
    
.","Punto di allattamento / cambio, presso servizio 						
					                Servizi all'infanzia, istruzione e sport
    
",,,,,/var/comunetn/storage/images/comune/organi-politici/circoscrizioni/circoscrizione-n.-12-centro-storico-piedicastello/servizi-sul-territorio/baby-pit-stop-via-alfieri-n.-6/11642694-1-ita-IT/Baby-Pit-Stop-via-Alfieri-n.-6.png,,via Alfieri n. 6,,,,,"Elenco dei Baby Pit Stop
Mappa dei Baby Pit Stop
Baby Pit Stop",,,,Punto allattamento / cambio,Baby Pit Stop via Alfieri n. 6,,"11, Via Vittorio Alfieri, Centro storico Trento, Trento, Territorio Val d'Adige, TN, Trentino-Alto Adige, 38122, Italia",46.070052000000004,11.121495,2019-04-17T09:11:05+02:00,2019-04-17T09:01:05+02:00,58fd7ce0a230446cf6fbd00630e5ef0d,TN,via vittorio alfieri,11,38122,PointOfInterest,Breastfeeding/ change point
